uni_name,uni_cd_name,department_name,qs_world_rank,us_news_rank_world,us_rank,law_school_rank_us,business_school_rank_us,medicine_school_rank_us,medicine_school_rank_us,gpa,gre,toefl,ielts,gmat,ctry_cd,number_of_applications,number_of_admissions
Louisiana State University and A&M College,LSU,General,,,,,,,,"3,6",100,317,,,,54,50
University of Navarra,UNAV,General,,,,,,,,0,0,0,,,,0,0
University of Mississippi,OLEMISS,General,,,,,,,,"3,53",316,100,,,,1,1
"University of Hawaii, Manoa",HAWAII,General,,,,,,,,"3,8",321,100,,,,5,5
National Tsing Hua University,NTHU. TW,General,,,,,,,,"3,74",340,,,,,2,2
University College Cork,UCC. IE,General,,,,,,,,"3,58",,,,,,1,1
Laval University,ULAVAL.CA,General,,,,,,,,0,0,0,,,,0,0
King Fahd University of Petroleum & Minerals,KFUPM.SA,General,,,,,,,,0,0,0,,,,0,0
University of Chile,UCHILE. CL,General,,,,,,,,0,0,0,,,,0,0
University of Twente,UTWENTE.NL,General,,,,,,,,"3,52",321,100,,,,217,185
"State University of New York, Albany",ALBANY,General,,,,,,,,"3,71",318,100,,,,36,31
"State University of New York, Albany",ALBANY,College of Engineering and Applied Sciences,,,,,,,,"3,72",317,95,,,,2,1
"University of Nebraska, Lincoln ",UNL,General,,,,,,,,"3,6",314,102,,,,44,38
University of Bath,BATH.UK,General,,,,,,,,"3,44",317,100,,,,98,91
Brandeis University,BRANDEIS,General,,,,,,,,"3,6",324,104,,,,775,613
Brandeis University,BRANDEIS,Graduate School of Arts and Sciences,,,,,,,,"3,59",325,104,,,,145,128
Brandeis University,BRANDEIS,Graduate Professional Studies,,,,,,,,0,0,0,,,,0,0
Brandeis University,BRANDEIS,International Business School,,,,,,,,"3,5",323,104,,,,34,34
Pohang University of Science And Technology,POSTECH. KR,General,,,,,,,,0,0,0,,,,0,0
University of Central Florida,UCF,General,,,,,,,,"3,51",321,100,,,,204,185
Universidade Federal do Rio de Janeiro,UFRJ.BR,General,,,,,,,,0,0,0,,,,0,0
Scuola Normale Superiore di Pisa,SNS.IT,General,,,,,,,,0,0,0,,,,0,0
Universidad de Buenos Aires,UBA.AR,General,,,,,,,,0,0,0,,,,0,0
York University,YORK.CA,General,,,,,,,,"3,7",320,100,,,,14,13
Queen's University,QUEENS,General,,,,,,,,"3,57",323,100,,,,119,77
Queen's University at Kingston,QUEENSU.CA,General,,,,,,,,,,,,,,3,2
Singapore University of Technology and Design,SUTD,General,,,,,,,,"3,5",318,90,,,,10,10
University of Houston,HOUSTON,General,,,,,,,,"3,63",320,99,,,,99,90
Hokkaido University,HOKUDAI. JP,General,,,,,,,,"3,1",93,,,,,1,1
University of Tsukuba,TSUKUBA. JP,General,,,,,,,,0,0,0,,,,0,0
Virginia Commonwealth University,VCU,General,,,,,,,,"3,35",323,0,,,,3,3
University of Saskatchewan,USASK.CA,General,,,,,,,,"3,29",320,100,,,,26,24
Hanyang University,HANYANG. KR,General,,,,,,,,0,0,0,,,,0,0
Tulane University,TULANE,General,,,,,,,,"3,5",321,100,,,,161,148
"University of Missouri, Columbia",MISSOURI,General,,,,,,,,"3,3",321,108,,,,6,6
University of Oklahoma,OKLAHOMA,General,,,,,,,,"3,64",320,102,,,,30,27
Wake Forest University,WFU,General,,,,,,,,"3,66",323,103,,,,125,109
Wake Forest University,WFU,School of Business,,,,,,,,"3,75",323,104,,,,34,32
Wake Forest University,WFU,School of Medicine,,,,,,,,"3,73",324,0,,,,1,1
University of Canterbury,CANTERBURY. NZ,General,,,,,,,,0,0,0,,,,0,0
Florida International University,FIU,General,,,,,,,,"3,55",311,,,,,2,1
Texas Tech University,TTU,General,,,,,,,,"3,23",314,100,,,,15,14
American University of Beirut,AUB.LB,General,,,,,,,,0,0,0,,,,0,0
Moscow Institute of Physics and Technology,MIPT.RU,General,,,,,,,,0,0,0,,,,0,0
George Mason University,GEORGEMASON,General,,,,,,,,"3,36",322,100,,,,78,69
Brunel University London,BRUNEL.UK,General,,,,,,,,"3,3",,90,,,,13,13
"University of Massachusetts, Boston",UMB,General,,,,,,,,,,,,,,1,1
Victoria University of Wellington,VICTORIA. NZ,General,,,,,,,,0,0,0,,,,0,0
University of Guelph,UOGUELPH.CA,General,,,,,,,,"3,5",318,100,,,,29,19
Indiana Univ - Purdue Univ Indianapolis,IUPUI,General,,,,,,,,"3,48",320,101,,,,60,60
Politecnico di Torino,TORINO,General,,,,,,,,"3,27",,90,,,,46,39
Georgia State University,GEORGIASTATE,General,,,,,,,,"3,54",324,101,,,,35,31
Kansas State University,KANSASSTATE,General,,,,,,,,"3,54",318,100,,,,20,20
University of Vermont,UVM,General,,,,,,,,"3,53",311,94,,,,10,6
University of Alabama,UA,General,,,,,,,,"3,5",322,100,,,,92,81
Keio University,KEIO. JP,General,,,,,,,,0,0,0,,,,0,0
Kyung Hee University,KHU. KR,General,,,,,,,,0,0,0,,,,0,0
Loughborough University,LBORO.UK,General,,,,,,,,"3,5",321,90,,,,75,70
Tilburg University,TILBURGUNIVERSITY,General,,,,,,,,"3,5",324,100,,,,64,54
Boston College,BC,General,,,,,,,,"3,7",325,105,,,,130,119
College of William & Mary,WILLIAMMARY,General,,,,,,,,"3,5",322,100,,,,108,99
University of Stuttgart,UNI-STUTTGART.DE,General,,,,,,,,"3,61",322,100,,,,37,26
Oklahoma State University,OKSTATE,General,,,,,,,,"3,5",322,100,,,,26,22
Rochester Institute of Technology,RIT,General,,,,,,,,"3,43",319,100,,,,162,154
Rochester Institute of Technology,RIT,Golisano College of Computing and Information Sciences,,,,,,,,"3,41",320,102,,,,44,43
Rochester Institute of Technology,RIT,College of Science,,,,,,,,0,0,0,,,,0,0
Rochester Institute of Technology,RIT,College of Art and Design,,,,,,,,"3,6",318,100,,,,10,10
Rochester Institute of Technology,RIT,Saunders College of BUSINESS,,,,,,,,0,0,0,,,,1,1
National Cheng Kung University,NCKU. TW,General,,,,,,,,0,0,0,,,,0,0
Saint Petersburg State University,SPBU.RU,General,,,,,,,,0,0,0,,,,0,0
Concordia University,CONCORDIA,General,,,,,,,,"3,45",324,100,,,,166,141
Hiroshima University,HIROSHIMA-U.JP,General,,,,,,,,0,0,0,,,,0,0
University of California--Merced,MERCED,General,,,,,,,,"3,51",322,102,,,,16,15
"University of North Carolina, Charlotte",UNCC,General,,,,,,,,"3,15",317,102,,,,4,4
University of North Texas,UNT,General,,,,,,,,"3,27",328,103,,,,1,1
United Arab Emirates University,UAEU. AE,General,,,,,,,,0,0,0,,,,0,0
City University of New York,CUNY,General,,,,,,,,"3,44",323,100,,,,38,34
Ohio University,OHIO,General,,,,,,,,"3,55",323,100,,,,60,52
Copenhagen Business School,CBS. DK,General,,,,,,,,"3,77",315,100,,,,16,12
Clemson University,CLEMSON,General,,,,,,,,"3,5",320,100,,,,329,256
Rensselaer Polytechnic Institute,RPI,General,,,,,,,,"3,6",323,102,,,,603,361
Rensselaer Polytechnic Institute,RPI,School of Engineering,,,,,,,,"3,62",322,100,,,,15,13
Rensselaer Polytechnic Institute,RPI,School of Science,,,,,,,,"3,5",320,100,,,,30,22
Rensselaer Polytechnic Institute,RPI,Lally School of Management and Technology,,,,,,,,"3,56",323,104,,,,13,12
Memorial University of Newfoundland,MUN.CA,General,,,,,,,,"3,4",323,100,,,,42,35
University of Rhode Island,URI,General,,,,,,,,"3,32",315,102,,,,4,4
"University of Missouri, Kansas City",UMKC,General,,,,,,,,"3,6",321,101,,,,113,102
Scuola Superiore SantAnna,SANTANNAPISA.IT,General,,,,,,,,0,0,0,,,,0,0
Brigham Young University,BYU,General,,,,,,,,"3,84",325,106,,,,7,7
Cranfield University,CRANFIELD.UK,General,,,,,,,,"3,6",321,100,,,,25,24
Aston University,ASTON.UK,General,,,,,,,,0,0,0,,,,0,0
Utah State University,USU,General,,,,,,,,"3,54",319,103,,,,3,2
Heriot-Watt University,HW.UK,General,,,,,,,,0,0,0,,,,0,0
Singapore Management University,SMU. SG,General,,,,,,,,"3,5",320,100,,,,123,119
Southern Methodist University,SMU ,General,,,,,,,,"3,38",320,99,,,,431,395
Illinois Institute of Technology,IIT,General,,,,,,,,"3,25",316,98,,,,370,351
Illinois Institute of Technology,IIT,College of Computing,,,,,,,,"3,02",318,94,,,,25,22
Illinois Institute of Technology,IIT,Institute of Design,,,,,,,,"3,7",324,105,,,,5,4
University of Waikato,WAIKATO. NZ,General,,,,,,,,0,0,0,,,,0,0
National Chiao Tung University,NCTU. TW,General,,,,,,,,0,0,0,,,,0,0
University of Arkansas,ARKANSAS,General,,,,,,,,"3,5",325,100,,,,8,8
"University of Maryland, Baltimore County",UMBC,General,,,,,,,,"3,6",317,100,,,,34,31
"University of Alaska, Fairbanks",UAF,General,,,,,,,,0,0,0,,,,0,0
Howard University,HOWARD,General,,,,,,,,0,0,0,,,,0,0
"California State University, Fullerton",FULLERTON,General,,,,,,,,"3,44",322,91,,,,4,3
Louisiana Tech University,LATECH,General,,,,,,,,0,0,0,,,,0,0
Michigan Technological University,MTU,General,,,,,,,,"3,49",320,101,,,,45,44
New York University Tandon School of Engineering,NYU. TANDON,General,,,,,,,,"3,65",323,103,,,,3895,3032
New York University Tandon School of Engineering,NYU. TANDON,Tandon School of Engineering,,,,,,,,"3,67",324,103,,,,1443,1070
"City, University of London",CITY.UK,General,,,,,,,,"3,56",320,100,,,,21,21
California Polytechnic State University,CALPOLY,General,,,,,,,,"3,88",321,97,,,,3,1
University Carlos III de Madrid: Getafe Campus,UC3M.ES,General,,,,,,,,"3,58",325,100,,,,16,12
University of Denver,DU,General,,,,,,,,"3,6",320,100,,,,14,8
Education University of Hong Kong,EDUHK,General,,,,,,,,"3,2",0,97,,,,110,110
Missouri University of Science and Technology,MST,General,,,,,,,,"3,6",324,103,,,,22,22
New Jersey Institute of Technology,NJIT,General,,,,,,,,"3,02",316,97,,,,188,181
New Jersey Institute of Technology,NJIT,Ying Wu College of Computing,,,,,,,,"2,94",319,94,,,,18,17
New Jersey Institute of Technology,NJIT,Newark College of Engineering,,,,,,,,0,0,0,,,,0,0
Florida Institute of Technology,FIT,General,,,,,,,,"3,69",312,98,,,,3,2
Dublin City University,DCU. IE,General,,,,,,,,"2,96",335,110,,,,1,1
"Birkbeck, University of London",BBK.UK,General,,,,,,,,0,0,0,,,,0,0
Lehigh University,LEHIGH,General,,,,,,,,"3,4",320,100,,,,422,346
Lehigh University,LEHIGH,P.C. ROSSIN College of Engineering & Applied Science,,,,,,,,"3,37",321,100,,,,31,30
Lehigh University,LEHIGH,College of Business,,,,,,,,"3,36",326,105,,,,4,4
Mississippi State University,MSSTATE,General,,,,,,,,,318,82,,,,2,1
Ryerson University,RYERSON.CA,General,,,,,,,,"3,3",321,100,,,,44,25
"State University of New York, Binghamton",BINGHAMTON,General,,,,,,,,"3,3",317,97,,,,151,140
Old Dominion University,ODU,General,,,,,,,,"3,4",320,87,,,,3,3
Macau University of Science and Technology,MUST,General,,,,,,,,"3,53",314,90,,,,4,4
Portland State University,PDX,General,,,,,,,,"3,69",0,90,,,,6,5
Hofstra University,HOFSTRA,General,,,,,,,,"3,5",317,97,,,,6,6
Fordham University,FORDHAM,General,,,,,,,,"3,5",323,103,,,,307,299
Fordham University,FORDHAM,Gabelli School of Business,,,,,,,,"3,5",324,103,,,,49,49
Fordham University,FORDHAM,Graduate School of Arts and Sciences,,,,,,,,"3,17",320,103,,,,16,16
San Francisco State University,SFSU,General,,,,,,,,"3,5",317,101,,,,9,7
University of Windsor,UWINDSOR.CA,General,,,,,,,,"3,4",317,94,,,,89,64
Worcester Polytechnic Institute,WPI,General,,,,,,,,"3,44",321,100,,,,1209,933
Worcester Polytechnic Institute,WPI,The Business School,,,,,,,,"3,4",319,98,,,,8,8
Worcester Polytechnic Institute,WPI,School of Arts & Sciences,,,,,,,,"3,4",320,101,,,,109,96
Worcester Polytechnic Institute,WPI,School of Engineering,,,,,,,,"3,6",317,99,,,,21,18
Miami University,MIAMIOH,General,,,,,,,,"3,44",318,98,,,,12,12
"University of Massachusetts, Lowell",UML,General,,,,,,,,"2,97",315,91,,,,3,3
Clarkson University,CLARKSON,General,,,,,,,,"3,54",323,112,,,,17,15
Marquette University,MARQUETTE,General,,,,,,,,"3,77",315,97,,,,12,11
"Goldsmiths, University of London",GOLD.UK,General,,,,,,,,"3,38",328,95,,,,38,30
Brock University,BROCKU.CA,General,,,,,,,,"3,4",315,100,,,,20,17
University of Westminster,WESTMINSTER.UK,General,,,,,,,,"3,5",300,100,,,,21,21
Stevens Institute of Technology,STEVENS,General,,,,,,,,"3,27",319,100,,,,1033,975
Stevens Institute of Technology,STEVENS,SCHOOL OF BUSINESS,,,,,,,,"3,04",320,98,,,,15,15
Stevens Institute of Technology,STEVENS,SCHAEFER SCHOOL OF ENGINEERING & SCIENCE,,,,,,,,"3,2",320,99,,,,162,162
Stevens Institute of Technology,STEVENS,SCHOOL OF SYSTEMS & ENTERPRISES,,,,,,,,"3,2",329,101,,,,2,2
California College of the Arts,CCA,General,,,,,,,,"3,66",322,100,,,,15,15
"California State Polytechnic University, Pomona",CPP,General,,,,,,,,"3,13",315,89,,,,4,3
Duke Kunshan University,DKU,General,,,,,,,,"3,76",325,103,,,,54,45
Northwestern Polytechnic University,NPU,General,,,,,,,,"3,35",320,93,,,,5,5
Saint Louis University,,General,,,,,,,,"2,73",,92,,,,1,1
School of Visual Arts,SVA,General,,,,,,,,"3,82",324,108,,,,9,8
Bard College,BARD,General,,,,,,,,"3,63",310,110,,,,1,1
Lingnan University,HKLU,General,,,,,,,,"3,2",314,90,,,,43,43
New York Institute of Technology,NYIT,General,,,,,,,,"3,25",319,100,,,,41,39
University of San Francisco,USFCA,General,,,,,,,,"3,66",323,104,,,,144,139
University of San Francisco,USFCA,College of Arts and Sciences,,,,,,,,"3,7",323,105,,,,87,84
University of San Francisco,USFCA,School of Management,,,,,,,,"3,29",316,0,,,,4,4
"University of Wisconsin, La Crosse",UWLAX,General,,,,,,,,"3,66",321,,,,,2,2
DePaul University,DEPAUL,General,,,,,,,,"3,19",318,92,,,,29,29
Bentley University,BENTLEY,General,,,,,,,,"3,6",322,103,,,,53,49
Parsons School of Art and Design,PARSONS,General,,,,,,,,"3,72",329,107,,,,20,20
University of Texas health center at houston,UTHSC-H,General,,,,,,,,"3,55",323,103,,,,50,48
"University of Washington, Tacoma",UW. TACOMA,General,,,,,,,,"3,45",323,100,,,,39,36
"University of Washington, Tacoma",UW. TACOMA,School of Engineering & Technology,,,,,,,,"3,4",320,100,,,,34,32
"University of Washington, Tacoma",UW. TACOMA,Milgard School of Business,,,,,,,,0,0,0,,,,0,0
"University of Washington, Tacoma",UW. TACOMA,School of Urban Studies,,,,,,,,0,0,0,,,,0,0
EIT InnoEnergy,INNOENERGY,General,,,,,,,,"3,54",326,100,,,,33,30
Pepperdine University,PEPPERDINE,General,,,,,,,,"3,5",316,100,,,,53,51
"University of Washington, Bothell",UW. BOTHELL,General,,,,,,,,"3,5",323,102,,,,28,25
"University of Washington, Bothell",UW. BOTHELL,"School of Science, Technology, Engineering & Mathematics",,,,,,,,"3,5",323,102,,,,23,21
Cornell Tech,CORNELL. TECH,General,,,,,,,,"3,81",327,107,,,,533,383
Cornell Tech,CORNELL. TECH,Cornell Tech,,,,,,,,"3,81",327,107,,,,553,376
Erasmus Mundus,ERASMUSMUNDUS,General,,,,,,,,"3,67",321,100,,,,75,58
Penn State Harrisburg,PSU. HARRISBURG,General,,,,,,,,"3,85",323,105,,,,21,18
Graduate Institute Geneva,GRADUATEINSTITUTE. CH,General,,,,,,,,"3,79",325,109,,,,27,24
Paris School of Economics,PARISSCHOOLOFECONOMICS.FR,General,,,,,,,,"3,95",325,105,,,,15,4
